PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,service_id
Yes,No,No,No,No,No,No,No,No,66605
Yes,No,Fiber optic,Yes,No,No,No,Yes,No,66606
Yes,No,DSL,No,No,No,No,No,No,66607
Yes,Yes,DSL,No,No,No,No,No,No,66608
Yes,Unknown,Fiber optic,Yes,No,No,Unknown,No,No,66609
Yes,Unknown,Fiber optic,Yes,No,No,No,No,No,66610
Yes,Unknown,No,No,No,No,No,No,No,66611
Yes,No,No,No,No,No,No,No,No,66612
Yes,No,Fiber optic,No,No,No,Yes,No,No,66613
Yes,No,Fiber optic,Yes,No,No,No,Yes,No,66614
Yes,No,Fiber optic,No,Yes,No,No,No,No,66615
Yes,Yes,DSL,No,No,Yes,Yes,No,No,66616
Yes,Yes,No,No,No,No,No,No,No,66617
Yes,Unknown,No,No,No,No,No,No,No,66618
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,66619
Yes,No,Fiber optic,No,Yes,No,No,No,No,66620
Yes,Yes,Fiber optic,No,No,No,No,Unknown,No,66621
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66622
Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,66623
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,66624
Yes,No,No,No,No,No,No,No,No,66625
Yes,No,No,No,No,No,No,No,No,66626
Yes,No,Fiber optic,No,No,Unknown,Yes,No,No,66627
Yes,Yes,DSL,No,No,Yes,No,No,No,66628
Yes,No,Fiber optic,No,Yes,No,Unknown,Yes,No,66629
No,No,Fiber optic,Yes,No,No,Yes,No,No,66630
Yes,Yes,Fiber optic,No,No,Yes,No,Unknown,Yes,66631
Yes,No,Fiber optic,Unknown,No,No,No,No,Unknown,66632
Yes,No,Fiber optic,No,No,No,No,No,No,66633
Yes,No,No,No,No,No,No,No,No,66634
Yes,No,DSL,Yes,No,No,No,No,No,66635
Yes,Yes,No,No,No,No,No,No,No,66636
Yes,Yes,Fiber optic,No,No,No,No,No,No,66637
Yes,Yes,DSL,No,No,Yes,Yes,No,No,66638
Yes,No,No,No,No,No,No,No,No,66639
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,66640
Yes,No,Fiber optic,No,No,Yes,No,No,No,66641
No,No,DSL,No,No,No,No,No,No,66642
Yes,Unknown,Fiber optic,No,No,No,No,No,No,66643
Yes,Yes,Fiber optic,No,No,No,No,No,No,66644
Yes,No,DSL,No,No,No,Yes,No,No,66645
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,66646
No,No,Fiber optic,No,No,No,No,No,No,66647
Yes,Yes,Fiber optic,No,No,No,No,Unknown,No,66648
No,No,No,No,No,No,No,No,No,66649
Yes,Yes,No,No,No,No,Yes,No,No,66650
Yes,No,Fiber optic,No,Unknown,No,No,Yes,No,66651
No,No,Fiber optic,No,Yes,No,No,No,No,66652
Yes,Yes,DSL,No,Yes,No,No,No,No,66653
Yes,No,DSL,No,No,No,No,No,No,66654
Yes,Yes,No,No,No,No,No,No,No,66655
Yes,No,Fiber optic,No,No,No,No,No,No,66656
Yes,Yes,No,No,No,No,No,No,No,66657
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,66658
Yes,No,No,No,No,No,No,No,No,66659
Yes,Yes,No,No,No,No,No,No,No,66660
Yes,No,No,No,No,No,No,No,No,66661
Yes,No,Fiber optic,No,No,No,No,No,No,66662
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,66663
No,No,Fiber optic,Yes,No,No,No,Yes,Yes,66664
Yes,Yes,No,No,No,No,No,No,No,66665
Yes,No,Fiber optic,No,Yes,No,No,Yes,Unknown,66666
Yes,No,Fiber optic,No,No,No,Unknown,No,No,66667
Yes,Yes,Fiber optic,No,No,No,No,No,No,66668
Yes,Yes,No,No,No,No,No,No,No,66669
Yes,Yes,Fiber optic,Unknown,No,No,Yes,No,No,66670
Yes,Yes,No,No,No,No,No,No,No,66671
Yes,Yes,DSL,No,No,Yes,No,No,No,66672
Yes,Yes,No,No,No,No,No,No,No,66673
No,No,DSL,Yes,No,Yes,Yes,No,Yes,66674
No,No,DSL,No,Yes,Unknown,No,No,No,66675
Yes,Yes,Fiber optic,No,No,No,Unknown,No,Yes,66676
Yes,Yes,Fiber optic,No,No,No,No,No,No,66677
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,66678
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,66679
Yes,Yes,No,No,No,No,No,No,No,66680
Yes,Yes,DSL,No,No,Yes,No,Yes,No,66681
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,66682
No,No,Fiber optic,No,No,No,No,Unknown,No,66683
Yes,Yes,DSL,Yes,No,No,No,No,Unknown,66684
Yes,Yes,DSL,Unknown,No,No,Unknown,No,Yes,66685
Yes,No,DSL,No,No,No,No,Yes,No,66686
No,No,Fiber optic,No,No,No,Yes,No,No,66687
No,No,No,No,No,No,No,No,No,66688
Yes,No,Fiber optic,Yes,No,No,No,No,Unknown,66689
Yes,Unknown,No,No,No,No,No,No,No,66690
Yes,No,DSL,Unknown,Yes,No,Unknown,No,No,66691
No,No,No,No,No,No,No,No,No,66692
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66693
Yes,No,DSL,No,No,No,Yes,No,No,66694
Yes,Yes,Fiber optic,Yes,No,Unknown,No,Unknown,No,66695
Yes,Yes,No,No,No,No,No,No,No,66696
No,No,No,No,No,No,No,No,No,66697
Yes,No,No,No,No,No,No,No,No,66698
Yes,No,DSL,No,No,No,No,Yes,Yes,66699
Yes,No,DSL,No,Yes,No,No,Yes,No,66700
Yes,No,DSL,No,No,No,No,No,No,66701
Yes,Yes,Fiber optic,Unknown,Yes,No,Yes,No,Unknown,66702
Yes,Yes,DSL,No,No,No,No,No,No,66703
Yes,Yes,No,No,No,No,No,No,No,66704
No,No,DSL,No,No,No,Yes,No,No,66705
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,66706
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,66707
Yes,Yes,DSL,No,No,Yes,No,No,Yes,66708
Yes,No,DSL,No,No,No,No,Yes,No,66709
Yes,No,No,No,No,No,No,No,No,66710
Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,66711
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,66712
Yes,No,No,No,No,No,No,No,No,66713
Yes,No,Fiber optic,No,No,No,No,Unknown,No,66714
Yes,Yes,DSL,Yes,No,No,No,No,No,66715
Yes,Yes,No,No,No,No,No,No,No,66716
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,66717
No,No,Fiber optic,No,No,No,No,No,Unknown,66718
Yes,Yes,Fiber optic,No,No,Unknown,No,No,No,66719
Yes,Yes,DSL,Yes,Yes,Unknown,Yes,Yes,No,66720
Yes,Yes,No,No,No,No,No,No,No,66721
Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,66722
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66723
Yes,No,No,No,No,No,No,No,No,66724
Yes,Yes,DSL,Yes,No,No,Unknown,No,Yes,66725
Yes,Yes,DSL,No,No,No,No,No,No,66726
No,No,DSL,Unknown,Yes,No,No,No,No,66727
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,66728
Yes,No,Fiber optic,Yes,No,No,Unknown,No,No,66729
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,66730
Yes,No,DSL,No,No,Yes,No,No,No,66731
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66732
Yes,Yes,Fiber optic,No,Unknown,No,No,No,Yes,66733
Yes,Yes,DSL,No,No,No,No,Yes,No,66734
Yes,Yes,DSL,No,No,No,No,No,No,66735
Yes,Yes,DSL,Yes,No,No,No,No,No,66736
No,No,Fiber optic,No,No,No,No,No,No,66737
Yes,No,Fiber optic,No,No,No,No,No,No,66738
Yes,No,DSL,Yes,No,No,No,Yes,No,66739
Yes,No,Fiber optic,No,Yes,No,Yes,No,No,66740
Yes,Yes,Fiber optic,No,No,No,No,No,No,66741
Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,66742
Yes,Yes,Fiber optic,No,Unknown,No,No,No,Unknown,66743
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66744
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,66745
Yes,No,DSL,No,No,No,Yes,Yes,No,66746
Yes,Yes,Fiber optic,No,No,No,No,No,No,66747
Yes,No,DSL,No,No,No,No,No,No,66748
Yes,No,DSL,No,No,Yes,Unknown,No,No,66749
No,No,DSL,No,No,Yes,No,No,Yes,66750
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,66751
Yes,Yes,DSL,No,No,No,No,No,No,66752
Yes,Yes,DSL,No,Yes,No,No,Yes,No,66753
Yes,Yes,DSL,No,No,No,No,No,Yes,66754
Yes,No,No,No,No,No,No,No,No,66755
Yes,No,No,No,No,No,No,No,No,66756
Yes,Yes,DSL,No,No,Unknown,No,No,No,66757
Yes,Yes,No,No,No,No,No,No,No,66758
Yes,No,No,No,No,No,No,No,No,66759
Yes,No,DSL,No,Yes,No,No,No,No,66760
Yes,Yes,No,No,No,No,No,No,No,66761
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,66762
Yes,No,No,No,No,No,No,No,No,66763
Yes,Yes,DSL,No,No,No,No,Yes,No,66764
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,66765
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,66766
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,66767
Yes,No,Fiber optic,Yes,No,No,No,No,Yes,66768
Yes,Yes,DSL,Unknown,Yes,No,No,No,No,66769
Yes,No,DSL,No,Yes,No,Yes,No,No,66770
No,No,Fiber optic,No,No,No,No,No,Yes,66771
Yes,No,Fiber optic,Unknown,No,No,No,Yes,No,66772
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,66773
Yes,Yes,Fiber optic,No,Unknown,No,No,No,No,66774
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,66775
No,No,Fiber optic,No,No,Yes,No,No,Yes,66776
Yes,Yes,Fiber optic,No,No,No,No,No,No,66777
Yes,Yes,No,No,No,No,No,No,No,66778
Yes,Yes,No,No,No,No,No,No,No,66779
Yes,Yes,Fiber optic,No,Unknown,No,No,No,No,66780
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,66781
Yes,No,Fiber optic,No,No,No,No,No,No,66782
Yes,No,No,No,No,No,No,No,No,66783
Yes,No,Fiber optic,No,No,Yes,No,No,No,66784
Yes,Yes,DSL,No,No,No,No,Yes,Yes,66785
Yes,Yes,No,No,No,No,No,No,No,66786
Yes,No,Fiber optic,No,Yes,No,No,No,Yes,66787
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,66788
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,66789
Yes,No,DSL,No,Unknown,No,No,Yes,No,66790
Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,66791
Yes,No,Fiber optic,No,No,Yes,No,No,No,66792
Yes,Yes,DSL,No,No,No,Yes,No,No,66793
Yes,Yes,Fiber optic,No,No,Unknown,No,Yes,No,66794
Yes,Yes,No,No,No,No,No,No,No,66795
Yes,Yes,DSL,No,No,No,Yes,No,No,66796
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,66797
Yes,No,DSL,No,No,No,Yes,No,No,66798
Yes,No,Fiber optic,No,No,Yes,No,No,No,66799
Yes,Yes,DSL,No,No,No,Yes,No,Yes,66800
Yes,No,Fiber optic,Yes,No,Unknown,No,No,No,66801
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,66802
Yes,No,Fiber optic,Yes,No,No,No,No,No,66803
No,No,Fiber optic,No,No,No,No,Yes,Yes,66804
Yes,Yes,DSL,No,No,No,No,No,No,66805
Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,66806
Yes,Yes,DSL,No,Yes,No,No,No,Yes,66807
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66808
No,No,No,No,No,No,No,No,No,66809
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,66810
Yes,Yes,No,No,No,No,No,No,No,66811
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,66812
No,No,DSL,No,No,Unknown,Yes,No,No,66813
Yes,Yes,No,No,No,No,No,No,No,66814
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,66815
Yes,Yes,DSL,Yes,Yes,No,No,No,No,66816
Yes,Yes,Fiber optic,No,No,No,No,No,No,66817
Yes,No,Fiber optic,No,No,No,No,Yes,No,66818
Yes,No,No,No,No,No,No,No,No,66819
Yes,No,No,No,No,No,No,No,No,66820
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66821
Yes,No,DSL,No,No,No,Unknown,No,No,66822
Yes,Unknown,DSL,No,Yes,No,No,Unknown,No,66823
Yes,No,DSL,No,No,No,No,No,Yes,66824
Yes,Yes,No,No,No,No,No,No,No,66825
Yes,Yes,DSL,No,Yes,Yes,No,No,No,66826
Yes,Yes,Fiber optic,No,No,No,No,No,No,66827
Yes,No,Fiber optic,No,No,No,Unknown,No,No,66828
Yes,Yes,No,No,No,No,No,No,No,66829
Yes,Yes,Fiber optic,Unknown,No,Yes,No,No,Yes,66830
Yes,No,Fiber optic,No,No,Yes,Yes,No,No,66831
Yes,Yes,DSL,No,No,Yes,No,No,Yes,66832
Yes,Yes,DSL,Unknown,No,No,No,No,No,66833
Yes,No,DSL,No,No,No,No,No,No,66834
Yes,Yes,Fiber optic,Unknown,No,No,Unknown,No,No,66835
Yes,Yes,DSL,No,Yes,No,Yes,No,No,66836
Yes,Yes,Fiber optic,No,No,No,No,No,No,66837
Yes,Yes,DSL,No,No,Yes,Unknown,No,No,66838
Yes,Yes,No,No,No,No,No,No,No,66839
Yes,Yes,DSL,No,No,Yes,No,No,No,66840
Yes,No,Fiber optic,No,No,No,No,No,No,66841
Yes,No,DSL,Yes,No,No,No,No,No,66842
Yes,Yes,No,No,No,No,No,No,No,66843
Yes,Yes,No,No,No,No,No,No,No,66844
No,No,DSL,No,Yes,No,No,No,No,66845
Yes,No,Fiber optic,No,No,Unknown,Yes,No,No,66846
Yes,Yes,Fiber optic,Unknown,No,No,Yes,Yes,No,66847
No,No,Fiber optic,No,No,No,No,No,No,66848
Yes,No,Fiber optic,No,No,Yes,No,No,Yes,66849
Yes,No,No,No,No,No,No,No,No,66850
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,66851
Yes,No,No,No,No,No,No,No,No,66852
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,66853
Yes,No,Fiber optic,No,No,No,No,Yes,No,66854
Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,66855
Yes,No,No,No,No,No,No,No,No,66856
Yes,No,DSL,No,Yes,Unknown,No,No,No,66857
Yes,No,Fiber optic,No,Yes,No,No,No,No,66858
Yes,No,DSL,No,No,No,Yes,No,No,66859
Yes,Yes,DSL,Yes,Yes,No,No,No,No,66860
Yes,No,DSL,No,No,No,No,Yes,No,66861
Yes,Yes,DSL,No,No,No,No,No,No,66862
No,No,Fiber optic,No,No,No,Unknown,No,Unknown,66863
Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,66864
Yes,No,No,No,No,No,No,No,No,66865
Yes,Yes,No,No,No,No,No,No,No,66866
Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,66867
Yes,Unknown,DSL,No,No,No,No,No,No,66868
Yes,Yes,Fiber optic,No,No,No,No,No,No,66869
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,66870
Yes,Yes,No,No,No,No,No,No,No,66871
Yes,Yes,No,No,No,No,No,No,No,66872
Yes,No,No,No,No,No,No,No,No,66873
Yes,Yes,No,No,No,No,No,No,No,66874
No,No,DSL,No,Unknown,No,Yes,No,No,66875
Yes,Yes,Fiber optic,Yes,No,No,Unknown,No,No,66876
Yes,Yes,No,No,No,No,No,No,No,66877
Yes,No,Fiber optic,No,No,No,No,No,No,66878
Yes,No,Fiber optic,No,No,Unknown,No,No,Yes,66879
Yes,No,Fiber optic,No,No,No,No,No,No,66880
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,66881
Yes,No,No,No,No,No,No,No,No,66882
Yes,No,DSL,No,No,No,Yes,No,No,66883
Yes,No,Fiber optic,No,No,Unknown,No,No,Yes,66884
Yes,No,No,No,No,No,No,No,No,66885
Yes,No,DSL,No,No,Yes,No,No,Yes,66886
Yes,No,Fiber optic,No,No,No,No,No,No,66887
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66888
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,66889
Yes,No,Fiber optic,No,No,No,Yes,Yes,No,66890
Yes,No,No,No,No,No,No,No,No,66891
Yes,No,Fiber optic,No,Yes,No,No,No,No,66892
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,66893
Yes,No,DSL,Unknown,No,No,No,No,No,66894
Yes,Yes,Fiber optic,No,No,Yes,No,Unknown,No,66895
Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,66896
Yes,No,Fiber optic,No,No,No,No,No,No,66897
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66898
Yes,No,Fiber optic,No,No,Yes,No,No,No,66899
Yes,No,Fiber optic,No,No,No,No,No,No,66900
Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,66901
Yes,Yes,DSL,No,No,No,No,No,No,66902
Yes,No,Fiber optic,Yes,No,No,No,No,No,66903
Yes,No,Fiber optic,No,Yes,No,No,No,No,66904
Yes,Yes,Fiber optic,Yes,No,No,Unknown,No,No,66905
Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,66906
Yes,No,Fiber optic,No,No,Yes,No,No,No,66907
Yes,Yes,No,No,No,No,No,No,No,66908
Yes,No,Fiber optic,No,Yes,Yes,No,No,No,66909
Yes,Yes,DSL,Unknown,No,No,Yes,No,Yes,66910
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,66911
Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,66912
Yes,Yes,DSL,Unknown,Yes,No,No,Yes,No,66913
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66914
No,No,DSL,No,No,Yes,Unknown,Yes,No,66915
Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Unknown,66916
No,No,No,No,No,No,No,No,No,66917
Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,66918
Yes,No,DSL,No,No,No,No,Yes,Unknown,66919
Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,66920
Yes,No,Fiber optic,No,No,No,Unknown,No,No,66921
Yes,No,Fiber optic,No,No,No,Unknown,No,Yes,66922
Yes,No,Fiber optic,No,No,No,Yes,Unknown,No,66923
Yes,Yes,DSL,Yes,No,No,No,No,No,66924
No,No,Fiber optic,No,No,No,Yes,Yes,Unknown,66925
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,66926
Yes,No,DSL,No,No,No,No,No,No,66927
Yes,No,Fiber optic,No,No,Unknown,Yes,No,Yes,66928
No,No,Fiber optic,No,No,No,No,No,No,66929
Yes,No,Fiber optic,No,No,No,No,No,Yes,66930
Yes,No,DSL,Yes,No,No,No,Unknown,Yes,66931
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,66932
Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,66933
Yes,Yes,DSL,No,Yes,No,No,No,Unknown,66934
Yes,Yes,No,No,No,No,No,No,No,66935
Yes,Yes,No,No,No,No,No,No,No,66936
Yes,Yes,Fiber optic,No,No,No,No,No,No,66937
Yes,No,Fiber optic,No,No,No,No,No,Yes,66938
Yes,No,DSL,Unknown,Yes,No,No,Yes,No,66939
Yes,No,Fiber optic,No,No,No,No,No,No,66940
Yes,Yes,DSL,No,No,No,No,No,No,66941
Yes,Yes,Fiber optic,No,No,No,No,No,No,66942
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66943
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,66944
Yes,Yes,No,No,No,No,No,No,No,66945
Yes,No,No,No,No,No,No,No,No,66946
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,66947
Yes,Yes,Fiber optic,No,No,No,No,No,No,66948
Yes,Yes,DSL,No,No,No,No,No,No,66949
No,No,DSL,Yes,No,No,No,Yes,No,66950
Yes,Yes,Fiber optic,No,No,Yes,No,No,Unknown,66951
Yes,No,Fiber optic,No,No,No,No,No,No,66952
Yes,No,No,No,No,No,No,No,No,66953
Yes,No,Fiber optic,Yes,No,Yes,No,No,No,66954
Yes,Yes,Fiber optic,No,No,No,No,No,No,66955
Yes,Yes,No,No,No,No,No,No,No,66956
Yes,Yes,Fiber optic,No,No,No,No,No,Unknown,66957
Yes,No,Fiber optic,No,No,No,No,No,No,66958
Yes,Yes,No,No,No,No,No,No,No,66959
Yes,No,No,No,No,No,No,No,No,66960
Yes,Yes,No,No,No,No,No,No,No,66961
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,66962
Yes,No,DSL,No,No,No,No,No,No,66963
Yes,No,DSL,No,No,No,No,No,No,66964
No,No,No,No,No,No,No,No,No,66965
Yes,No,No,No,No,No,No,No,No,66966
Yes,No,Fiber optic,Yes,No,No,No,No,No,66967
Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,66968
No,No,DSL,No,No,Unknown,No,Yes,No,66969
Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,66970
Yes,No,No,No,No,No,No,No,No,66971
Yes,No,Fiber optic,No,No,No,No,No,No,66972
Yes,Yes,Fiber optic,No,No,No,No,No,No,66973
Yes,No,Fiber optic,Yes,No,No,No,Yes,Unknown,66974
Yes,No,Fiber optic,Yes,No,No,No,No,No,66975
Yes,Yes,DSL,No,Unknown,No,Unknown,Yes,Unknown,66976
Yes,Yes,No,No,No,No,No,No,No,66977
Yes,No,Fiber optic,No,Yes,No,No,No,No,66978
Yes,No,DSL,No,Unknown,No,Unknown,No,Yes,66979
Yes,No,Fiber optic,No,No,No,No,No,Yes,66980
Yes,No,DSL,No,No,No,No,Unknown,No,66981
No,No,Fiber optic,No,No,No,No,No,No,66982
Yes,Unknown,DSL,No,No,No,No,Unknown,Yes,66983
Yes,No,Fiber optic,Unknown,No,No,No,No,Unknown,66984
Yes,Yes,Fiber optic,No,No,No,Unknown,No,No,66985
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,66986
Yes,Yes,Fiber optic,No,No,Unknown,No,Yes,Yes,66987
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,66988
Yes,No,Fiber optic,No,No,No,Yes,No,No,66989
Yes,Yes,Fiber optic,No,No,No,No,No,No,66990
Yes,Yes,No,No,No,No,No,No,No,66991
Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,66992
Yes,No,Fiber optic,Unknown,No,No,No,No,No,66993
Yes,Yes,No,No,No,No,No,No,No,66994
Yes,No,DSL,Yes,No,Yes,No,No,Unknown,66995
Yes,Yes,DSL,Yes,Unknown,No,Yes,Unknown,No,66996
Yes,Yes,DSL,Yes,No,No,No,No,No,66997
Yes,No,Fiber optic,No,Yes,No,No,No,No,66998
Yes,Yes,DSL,Yes,Yes,No,No,Unknown,No,66999
Yes,Yes,No,No,No,No,No,No,No,67000
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,67001
Yes,No,Fiber optic,No,No,No,Yes,No,Yes,67002
Yes,Yes,No,No,No,No,No,No,No,67003
Yes,Yes,DSL,No,No,Yes,No,No,No,67004
Yes,Yes,DSL,No,No,No,No,Yes,No,67005
Yes,No,Fiber optic,No,No,No,No,No,Yes,67006
Yes,No,No,No,No,No,No,No,No,67007
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,67008
Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,67009
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,67010
Yes,No,Fiber optic,Unknown,Yes,No,Yes,Yes,No,67011
Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,67012
Yes,No,No,No,No,No,No,No,No,67013
Yes,Yes,DSL,No,No,No,No,Yes,No,67014
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,67015
Yes,Yes,DSL,No,No,No,Yes,No,No,67016
No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,67017
Yes,Yes,Fiber optic,No,No,No,No,No,No,67018
Yes,Yes,Fiber optic,No,No,No,No,No,No,67019
Yes,Yes,No,No,No,No,No,No,No,67020
No,No,Fiber optic,No,No,No,No,No,No,67021
Yes,Yes,DSL,No,Yes,No,Yes,No,No,67022
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,67023
Yes,Yes,Fiber optic,No,No,No,Yes,No,No,67024
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67025
Yes,Yes,Fiber optic,No,No,No,Unknown,Yes,No,67026
Yes,No,Fiber optic,No,No,Unknown,Yes,Unknown,Yes,67027
Yes,No,Fiber optic,No,No,No,No,No,No,67028
Yes,Yes,DSL,No,Yes,No,No,Yes,No,67029
No,No,Fiber optic,No,Yes,Yes,No,No,No,67030
Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,67031
Yes,No,DSL,Yes,No,No,No,Yes,No,67032
Yes,No,Fiber optic,No,No,No,No,Yes,No,67033
Yes,No,DSL,No,Yes,No,No,Yes,Yes,67034
Yes,Yes,Fiber optic,No,No,No,No,No,No,67035
Yes,Yes,DSL,No,No,No,No,No,Yes,67036
Yes,No,No,No,No,No,No,No,No,67037
No,No,Fiber optic,No,No,No,No,No,No,67038
Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,67039
No,No,Fiber optic,Unknown,Yes,No,No,No,No,67040
Yes,Yes,DSL,No,No,No,No,No,Yes,67041
Yes,No,No,No,No,No,No,No,No,67042
Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Unknown,No,67043
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,67044
No,No,Fiber optic,No,No,No,No,No,No,67045
Yes,No,Fiber optic,No,No,No,No,No,No,67046
Yes,Yes,Fiber optic,Yes,No,No,No,No,No,67047
Yes,No,Fiber optic,No,No,No,No,Yes,Yes,67048
Yes,Unknown,DSL,No,No,No,No,No,Yes,67049
Yes,No,No,No,No,No,No,No,No,67050
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,67051
Yes,No,DSL,No,No,No,Yes,No,No,67052
Yes,Yes,DSL,No,No,Yes,No,No,Yes,67053
Yes,Yes,Fiber optic,No,No,No,No,Yes,No,67054
No,No,DSL,No,Yes,Yes,No,No,Unknown,67055
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,67056
Yes,Yes,Fiber optic,No,No,Yes,No,No,No,67057
Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,67058
Yes,Yes,Fiber optic,No,No,No,No,No,Yes,67059
Yes,Yes,Fiber optic,Unknown,No,No,No,No,No,67060
Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,67061
Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,67062
Yes,Yes,Fiber optic,No,No,No,No,No,No,67063
No,No,Fiber optic,No,No,No,No,No,No,67064
No,No,No,No,No,No,No,No,No,67065
Yes,Yes,No,No,No,No,No,No,No,67066
No,No,Fiber optic,No,Yes,Yes,No,No,No,67067
Yes,No,No,No,No,No,No,No,No,67068
Yes,Yes,No,No,No,No,No,No,No,67069
Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,67070
Yes,Yes,Fiber optic,No,Yes,No,No,No,No,67071
Yes,Yes,Fiber optic,Unknown,No,Yes,Yes,No,No,67072
Yes,Yes,DSL,No,No,No,No,Yes,No,67073
Yes,Yes,Fiber optic,No,No,No,No,No,No,67074
