Contract,PaperlessBilling,PaymentMethod,contract_id
Monthly,Yes,Credit card (automatic),63803
Two year,Yes,Mailed check,63804
Monthly,No,Mailed check,63805
Monthly,Yes,Electronic check,63806
Monthly,Yes,Bank transfer (automatic),63807
Monthly,Yes,Bank transfer (automatic),63808
One Year,Yes,Mailed check,63809
Monthly,Yes,Electronic check,63810
Two year,Yes,Electronic check,63811
One Year,No,Credit card (automatic),63812
Two year,Yes,Electronic check,63813
One Year,Yes,Mailed check,63814
One Year,No,Bank transfer (automatic),63815
One Year,No,Electronic check,63816
Monthly,No,Bank transfer (automatic),63817
One Year,Yes,Unknown,63818
Monthly,Yes,Electronic check,63819
Monthly,Yes,Electronic check,63820
Two year,No,Electronic check,63821
Monthly,Yes,Bank transfer (automatic),63822
Monthly,Yes,Credit card (automatic),63823
Monthly,No,Electronic check,63824
One Year,Yes,Mailed check,63825
Monthly,No,Credit card (automatic),63826
Monthly,Yes,Bank transfer (automatic),63827
Monthly,No,Electronic check,63828
Monthly,Yes,Unknown,63829
Two year,Yes,Mailed check,63830
One Year,Yes,Bank transfer (automatic),63831
Monthly,Yes,Bank transfer (automatic),63832
Monthly,No,Credit card (automatic),63833
Monthly,Yes,Electronic check,63834
Monthly,Yes,Electronic check,63835
One Year,No,Mailed check,63836
Monthly,Yes,Bank transfer (automatic),63837
Monthly,No,Unknown,63838
One Year,Yes,Credit card (automatic),63839
One Year,No,Electronic check,63840
Monthly,No,Unknown,63841
Monthly,Yes,Bank transfer (automatic),63842
Monthly,Yes,Credit card (automatic),63843
Monthly,No,Bank transfer (automatic),63844
Two year,No,Bank transfer (automatic),63845
Two year,Yes,Electronic check,63846
One Year,Yes,Mailed check,63847
Monthly,Yes,Credit card (automatic),63848
Monthly,Yes,Electronic check,63849
Two year,No,Electronic check,63850
Two year,Yes,Mailed check,63851
Two year,No,Mailed check,63852
Two year,No,Mailed check,63853
Monthly,No,Bank transfer (automatic),63854
One Year,Yes,Electronic check,63855
Two year,No,Bank transfer (automatic),63856
Monthly,Yes,Mailed check,63857
Two year,No,Bank transfer (automatic),63858
Monthly,No,Bank transfer (automatic),63859
One Year,Yes,Bank transfer (automatic),63860
One Year,No,Electronic check,63861
Two year,Yes,Electronic check,63862
One Year,Yes,Bank transfer (automatic),63863
Monthly,Yes,Mailed check,63864
Monthly,Yes,Electronic check,63865
Monthly,Yes,Electronic check,63866
Monthly,Yes,Electronic check,63867
Monthly,No,Electronic check,63868
Monthly,Yes,Electronic check,63869
Monthly,No,Bank transfer (automatic),63870
Monthly,No,Electronic check,63871
Monthly,No,Electronic check,63872
Two year,No,Bank transfer (automatic),63873
Two year,Yes,Electronic check,63874
Two year,Yes,Credit card (automatic),63875
Monthly,Yes,Electronic check,63876
Monthly,No,Electronic check,63877
Monthly,Yes,Electronic check,63878
Two year,No,Electronic check,63879
Monthly,No,Credit card (automatic),63880
Two year,Yes,Unknown,63881
Two year,Yes,Bank transfer (automatic),63882
Monthly,No,Mailed check,63883
Monthly,No,Mailed check,63884
Two year,Yes,Electronic check,63885
Monthly,No,Electronic check,63886
Two year,No,Electronic check,63887
Two year,Yes,Bank transfer (automatic),63888
Two year,No,Electronic check,63889
Monthly,Yes,Electronic check,63890
Monthly,Yes,Electronic check,63891
Monthly,No,Credit card (automatic),63892
Two year,Yes,Mailed check,63893
One Year,Yes,Electronic check,63894
Two year,No,Electronic check,63895
Monthly,Yes,Bank transfer (automatic),63896
Monthly,No,Electronic check,63897
Two year,Yes,Electronic check,63898
Monthly,No,Electronic check,63899
Monthly,No,Bank transfer (automatic),63900
Two year,Yes,Electronic check,63901
Monthly,Yes,Electronic check,63902
Monthly,Yes,Credit card (automatic),63903
Monthly,Yes,Unknown,63904
Monthly,Yes,Electronic check,63905
Monthly,No,Electronic check,63906
Monthly,No,Mailed check,63907
Two year,Yes,Mailed check,63908
Monthly,Yes,Credit card (automatic),63909
Two year,Yes,Electronic check,63910
Monthly,Yes,Electronic check,63911
Monthly,Yes,Mailed check,63912
Two year,No,Credit card (automatic),63913
Monthly,No,Bank transfer (automatic),63914
Monthly,No,Mailed check,63915
Two year,No,Bank transfer (automatic),63916
Monthly,Yes,Mailed check,63917
Monthly,No,Mailed check,63918
One Year,No,Credit card (automatic),63919
One Year,No,Electronic check,63920
Monthly,Yes,Electronic check,63921
Two year,No,Electronic check,63922
Monthly,No,Credit card (automatic),63923
Monthly,Yes,Unknown,63924
Monthly,Yes,Credit card (automatic),63925
Monthly,Yes,Mailed check,63926
Monthly,No,Electronic check,63927
Monthly,No,Electronic check,63928
Monthly,Yes,Mailed check,63929
Monthly,Yes,Unknown,63930
Monthly,No,Credit card (automatic),63931
Monthly,Yes,Credit card (automatic),63932
Monthly,No,Credit card (automatic),63933
Two year,Yes,Electronic check,63934
Two year,Yes,Mailed check,63935
Two year,No,Electronic check,63936
Two year,No,Bank transfer (automatic),63937
Monthly,Yes,Credit card (automatic),63938
Monthly,Yes,Electronic check,63939
Monthly,Yes,Unknown,63940
Monthly,No,Electronic check,63941
Monthly,No,Mailed check,63942
Monthly,Yes,Bank transfer (automatic),63943
Monthly,Yes,Electronic check,63944
Monthly,Yes,Credit card (automatic),63945
One Year,Yes,Bank transfer (automatic),63946
Monthly,Yes,Electronic check,63947
Monthly,Yes,Credit card (automatic),63948
Monthly,No,Electronic check,63949
Monthly,No,Electronic check,63950
One Year,Yes,Electronic check,63951
Monthly,Yes,Bank transfer (automatic),63952
Two year,Yes,Mailed check,63953
Monthly,Yes,Electronic check,63954
Monthly,Yes,Mailed check,63955
One Year,Yes,Electronic check,63956
Monthly,No,Electronic check,63957
Monthly,No,Electronic check,63958
Monthly,Yes,Mailed check,63959
Two year,No,Electronic check,63960
One Year,No,Credit card (automatic),63961
Two year,Yes,Electronic check,63962
Monthly,Yes,Credit card (automatic),63963
Monthly,No,Electronic check,63964
Monthly,No,Bank transfer (automatic),63965
Monthly,Yes,Electronic check,63966
Monthly,Yes,Electronic check,63967
One Year,Yes,Electronic check,63968
Monthly,No,Electronic check,63969
Monthly,Yes,Mailed check,63970
Monthly,Yes,Electronic check,63971
Monthly,Yes,Bank transfer (automatic),63972
Monthly,No,Credit card (automatic),63973
One Year,No,Electronic check,63974
One Year,No,Electronic check,63975
One Year,Yes,Credit card (automatic),63976
Monthly,Yes,Mailed check,63977
Two year,Yes,Electronic check,63978
Monthly,Yes,Mailed check,63979
Monthly,Yes,Bank transfer (automatic),63980
Monthly,No,Mailed check,63981
Monthly,Yes,Credit card (automatic),63982
One Year,Yes,Mailed check,63983
Two year,Yes,Electronic check,63984
Two year,No,Electronic check,63985
Monthly,No,Bank transfer (automatic),63986
Monthly,Yes,Mailed check,63987
Two year,Yes,Mailed check,63988
One Year,No,Electronic check,63989
One Year,No,Credit card (automatic),63990
Two year,No,Mailed check,63991
Monthly,No,Bank transfer (automatic),63992
One Year,Yes,Electronic check,63993
Monthly,Yes,Electronic check,63994
Two year,Yes,Mailed check,63995
Two year,No,Electronic check,63996
One Year,No,Bank transfer (automatic),63997
Monthly,Yes,Electronic check,63998
Monthly,No,Electronic check,63999
Monthly,Yes,Electronic check,64000
One Year,Yes,Bank transfer (automatic),64001
Two year,Yes,Bank transfer (automatic),64002
One Year,Yes,Bank transfer (automatic),64003
One Year,Yes,Electronic check,64004
Monthly,Yes,Credit card (automatic),64005
Monthly,Yes,Electronic check,64006
Two year,Yes,Credit card (automatic),64007
Monthly,No,Electronic check,64008
Two year,No,Bank transfer (automatic),64009
One Year,No,Electronic check,64010
Two year,No,Bank transfer (automatic),64011
Monthly,Yes,Electronic check,64012
Monthly,No,Electronic check,64013
Monthly,No,Electronic check,64014
Two year,Yes,Credit card (automatic),64015
Monthly,No,Electronic check,64016
Monthly,Yes,Credit card (automatic),64017
Monthly,No,Electronic check,64018
One Year,Yes,Electronic check,64019
Monthly,Yes,Mailed check,64020
Two year,Yes,Bank transfer (automatic),64021
Two year,Yes,Bank transfer (automatic),64022
Two year,No,Electronic check,64023
One Year,No,Bank transfer (automatic),64024
One Year,Yes,Mailed check,64025
Monthly,No,Unknown,64026
Monthly,Yes,Credit card (automatic),64027
Two year,No,Bank transfer (automatic),64028
Monthly,Yes,Bank transfer (automatic),64029
Monthly,Yes,Bank transfer (automatic),64030
Monthly,No,Credit card (automatic),64031
Monthly,Yes,Credit card (automatic),64032
Monthly,No,Electronic check,64033
Monthly,No,Electronic check,64034
Monthly,No,Bank transfer (automatic),64035
Two year,Yes,Electronic check,64036
Monthly,No,Unknown,64037
Two year,Yes,Electronic check,64038
Monthly,Yes,Electronic check,64039
Monthly,No,Mailed check,64040
Monthly,Yes,Electronic check,64041
One Year,No,Bank transfer (automatic),64042
Monthly,Yes,Electronic check,64043
One Year,Yes,Electronic check,64044
Monthly,Yes,Bank transfer (automatic),64045
Monthly,Yes,Credit card (automatic),64046
Monthly,No,Electronic check,64047
Monthly,Yes,Electronic check,64048
Monthly,Yes,Electronic check,64049
Monthly,Yes,Electronic check,64050
One Year,Yes,Credit card (automatic),64051
Monthly,Yes,Electronic check,64052
Monthly,Yes,Credit card (automatic),64053
Monthly,Yes,Credit card (automatic),64054
Monthly,No,Electronic check,64055
Monthly,Yes,Bank transfer (automatic),64056
One Year,Yes,Credit card (automatic),64057
Monthly,Yes,Bank transfer (automatic),64058
Two year,Yes,Bank transfer (automatic),64059
One Year,Yes,Bank transfer (automatic),64060
Monthly,Yes,Unknown,64061
Monthly,Yes,Electronic check,64062
One Year,Yes,Mailed check,64063
Monthly,Yes,Mailed check,64064
Monthly,Yes,Electronic check,64065
Monthly,Yes,Bank transfer (automatic),64066
Monthly,Yes,Unknown,64067
Monthly,No,Electronic check,64068
One Year,No,Electronic check,64069
One Year,Yes,Bank transfer (automatic),64070
Monthly,Yes,Electronic check,64071
Two year,No,Bank transfer (automatic),64072
Monthly,No,Electronic check,64073
One Year,No,Electronic check,64074
Monthly,No,Credit card (automatic),64075
One Year,No,Electronic check,64076
Monthly,No,Credit card (automatic),64077
Monthly,No,Electronic check,64078
Monthly,Yes,Credit card (automatic),64079
One Year,Yes,Electronic check,64080
Monthly,Yes,Bank transfer (automatic),64081
One Year,Yes,Mailed check,64082
Monthly,No,Electronic check,64083
Monthly,No,Electronic check,64084
Monthly,Yes,Electronic check,64085
One Year,Yes,Electronic check,64086
Two year,No,Electronic check,64087
Two year,Yes,Electronic check,64088
Two year,No,Electronic check,64089
Monthly,Yes,Unknown,64090
Two year,Yes,Bank transfer (automatic),64091
Monthly,No,Credit card (automatic),64092
Monthly,Yes,Electronic check,64093
Two year,Yes,Electronic check,64094
Monthly,No,Bank transfer (automatic),64095
Two year,Yes,Electronic check,64096
One Year,No,Bank transfer (automatic),64097
Two year,No,Electronic check,64098
One Year,No,Bank transfer (automatic),64099
Monthly,No,Bank transfer (automatic),64100
One Year,No,Credit card (automatic),64101
One Year,No,Bank transfer (automatic),64102
Monthly,Yes,Bank transfer (automatic),64103
One Year,Yes,Electronic check,64104
Monthly,No,Mailed check,64105
Two year,No,Credit card (automatic),64106
Monthly,Yes,Electronic check,64107
Monthly,No,Bank transfer (automatic),64108
Monthly,No,Electronic check,64109
Monthly,Yes,Electronic check,64110
Monthly,No,Electronic check,64111
One Year,No,Electronic check,64112
Two year,Yes,Credit card (automatic),64113
Monthly,No,Mailed check,64114
Monthly,Yes,Mailed check,64115
Monthly,Yes,Electronic check,64116
Monthly,Yes,Mailed check,64117
One Year,Yes,Bank transfer (automatic),64118
One Year,No,Mailed check,64119
Monthly,No,Mailed check,64120
Monthly,Yes,Electronic check,64121
Monthly,Yes,Mailed check,64122
Two year,Yes,Credit card (automatic),64123
Monthly,Yes,Electronic check,64124
One Year,Yes,Electronic check,64125
Monthly,Yes,Electronic check,64126
Monthly,No,Credit card (automatic),64127
Two year,Yes,Mailed check,64128
One Year,No,Electronic check,64129
One Year,No,Electronic check,64130
Monthly,Yes,Unknown,64131
One Year,No,Electronic check,64132
Monthly,No,Bank transfer (automatic),64133
Monthly,Yes,Electronic check,64134
Monthly,Yes,Credit card (automatic),64135
One Year,Yes,Electronic check,64136
Two year,Yes,Electronic check,64137
Monthly,Yes,Mailed check,64138
Two year,Yes,Bank transfer (automatic),64139
Monthly,No,Mailed check,64140
Monthly,Yes,Bank transfer (automatic),64141
Monthly,No,Bank transfer (automatic),64142
Monthly,No,Mailed check,64143
Monthly,Yes,Bank transfer (automatic),64144
One Year,Yes,Mailed check,64145
Monthly,No,Credit card (automatic),64146
Monthly,Yes,Electronic check,64147
Two year,Yes,Electronic check,64148
Monthly,No,Electronic check,64149
Monthly,Yes,Electronic check,64150
Monthly,Yes,Mailed check,64151
One Year,Yes,Electronic check,64152
Monthly,Yes,Electronic check,64153
One Year,No,Credit card (automatic),64154
Monthly,Yes,Electronic check,64155
Monthly,Yes,Electronic check,64156
Monthly,No,Bank transfer (automatic),64157
Two year,No,Bank transfer (automatic),64158
Monthly,No,Unknown,64159
Two year,Yes,Credit card (automatic),64160
One Year,Yes,Electronic check,64161
Monthly,No,Electronic check,64162
Monthly,No,Mailed check,64163
Monthly,No,Bank transfer (automatic),64164
One Year,No,Electronic check,64165
Monthly,No,Bank transfer (automatic),64166
Monthly,Yes,BANK TRANSFER,64167
One Year,No,Credit card (automatic),64168
One Year,No,Electronic check,64169
Monthly,No,Mailed check,64170
Monthly,No,Electronic check,64171
One Year,No,Credit card (automatic),64172
Monthly,No,Credit card (automatic),64173
Two year,No,Mailed check,64174
Monthly,No,Credit card (automatic),64175
Monthly,Yes,Mailed check,64176
Monthly,No,Bank transfer (automatic),64177
Monthly,Yes,Electronic check,64178
One Year,No,Electronic check,64179
Monthly,Yes,Electronic check,64180
Monthly,Yes,Electronic check,64181
One Year,Yes,Credit card (automatic),64182
Monthly,Yes,Electronic check,64183
Two year,Yes,Electronic check,64184
Two year,No,Mailed check,64185
Monthly,No,Mailed check,64186
Monthly,Yes,Electronic check,64187
Monthly,No,Electronic check,64188
One Year,Yes,Credit card (automatic),64189
Two year,No,Electronic check,64190
Monthly,Yes,Mailed check,64191
One Year,Yes,Bank transfer (automatic),64192
Monthly,No,Electronic check,64193
Two year,Yes,Electronic check,64194
One Year,No,Credit card (automatic),64195
One Year,No,Electronic check,64196
One Year,Yes,Electronic check,64197
Monthly,No,Credit card (automatic),64198
Monthly,Yes,Electronic check,64199
Two year,Yes,Electronic check,64200
Monthly,Yes,Mailed check,64201
Monthly,No,Mailed check,64202
Monthly,No,Mailed check,64203
Monthly,Yes,Electronic check,64204
One Year,No,Electronic check,64205
Monthly,Yes,Bank transfer (automatic),64206
Monthly,No,Electronic check,64207
Monthly,Yes,Electronic check,64208
Monthly,No,Bank transfer (automatic),64209
Monthly,No,Electronic check,64210
Two year,Yes,Unknown,64211
Monthly,No,Electronic check,64212
Monthly,No,Electronic check,64213
Monthly,Yes,Electronic check,64214
Two year,Yes,Bank transfer (automatic),64215
Two year,Yes,Electronic check,64216
One Year,Yes,Mailed check,64217
Two year,Yes,Electronic check,64218
Monthly,No,Credit card (automatic),64219
Two year,Yes,Mailed check,64220
One Year,No,Credit card (automatic),64221
Monthly,No,Electronic check,64222
One Year,Yes,Electronic check,64223
Monthly,Yes,Electronic check,64224
Monthly,No,Mailed check,64225
Two year,Yes,Mailed check,64226
One Year,Yes,Electronic check,64227
One Year,Yes,Credit card (automatic),64228
Two year,Yes,Mailed check,64229
One Year,Yes,Bank transfer (automatic),64230
Two year,Yes,Mailed check,64231
Two year,No,Unknown,64232
Monthly,No,Electronic check,64233
Monthly,Yes,Electronic check,64234
One Year,No,Electronic check,64235
Monthly,No,Mailed check,64236
One Year,Yes,Unknown,64237
Two year,Yes,Electronic check,64238
Monthly,Yes,Credit card (automatic),64239
Monthly,Yes,Mailed check,64240
Two year,Yes,Electronic check,64241
Monthly,No,Electronic check,64242
One Year,Yes,Electronic check,64243
One Year,Yes,Electronic check,64244
Monthly,Yes,Bank transfer (automatic),64245
Monthly,No,Electronic check,64246
Monthly,Yes,Electronic check,64247
Monthly,Yes,Electronic check,64248
Monthly,No,Credit card (automatic),64249
Monthly,Yes,Electronic check,64250
One Year,Yes,Bank transfer (automatic),64251
Monthly,Yes,Mailed check,64252
Monthly,Yes,Credit card (automatic),64253
Monthly,Yes,Electronic check,64254
Monthly,No,Unknown,64255
Monthly,Yes,Mailed check,64256
Two year,Yes,Credit card (automatic),64257
Monthly,Yes,Electronic check,64258
Monthly,No,Electronic check,64259
One Year,No,Credit card (automatic),64260
Monthly,Yes,Unknown,64261
Monthly,Yes,Electronic check,64262
Two year,No,Electronic check,64263
One Year,No,Unknown,64264
Monthly,Yes,Electronic check,64265
Two year,Yes,Mailed check,64266
Two year,Yes,Mailed check,64267
Monthly,No,Credit card (automatic),64268
Monthly,Yes,Electronic check,64269
Monthly,No,Electronic check,64270
Monthly,Yes,Electronic check,64271
One Year,Yes,Unknown,64272
Monthly,No,Electronic check,64273
Monthly,Yes,Electronic check,64274
One Year,No,Mailed check,64275
Two year,Yes,Mailed check,64276
Monthly,No,Electronic check,64277
Monthly,Yes,Bank transfer (automatic),64278
Two year,Yes,Electronic check,64279
Monthly,Yes,Mailed check,64280
One Year,Yes,Bank transfer (automatic),64281
Monthly,Yes,Electronic check,64282
Monthly,No,Mailed check,64283
Monthly,Yes,Bank transfer (automatic),64284
Two year,Yes,Bank transfer (automatic),64285
Monthly,No,Electronic check,64286
One Year,Yes,Unknown,64287
One Year,No,Electronic check,64288
Monthly,No,Electronic check,64289
Monthly,Yes,Electronic check,64290
Two year,Yes,Bank transfer (automatic),64291
One Year,No,Unknown,64292
One Year,Yes,Electronic check,64293
Two year,Yes,Electronic check,64294
One Year,Yes,Bank transfer (automatic),64295
Monthly,Yes,Credit card (automatic),64296
Monthly,Yes,Mailed check,64297
Monthly,No,Electronic check,64298
One Year,Yes,Mailed check,64299
One Year,No,Electronic check,64300
Two year,Yes,Bank transfer (automatic),64301
Two year,No,Electronic check,64302
Monthly,No,Bank transfer (automatic),64303
Monthly,No,Electronic check,64304
Two year,Yes,Electronic check,64305
Two year,Yes,Credit card (automatic),64306
Two year,No,Electronic check,64307
Monthly,No,Electronic check,64308
One Year,Yes,Electronic check,64309
Monthly,Yes,Electronic check,64310
Monthly,Yes,Bank transfer (automatic),64311
Monthly,Yes,Electronic check,64312
Monthly,No,Electronic check,64313
Monthly,Yes,Mailed check,64314
Monthly,Yes,Mailed check,64315
Two year,Yes,Electronic check,64316
Monthly,No,Electronic check,64317
Monthly,No,Electronic check,64318
Two year,Yes,Electronic check,64319
One Year,No,Bank transfer (automatic),64320
Monthly,Yes,Bank transfer (automatic),64321
Monthly,Yes,Credit card (automatic),64322
Monthly,No,Mailed check,64323
Monthly,Yes,Mailed check,64324
Two year,Yes,Mailed check,64325
Monthly,Yes,Unknown,64326
Monthly,No,Electronic check,64327
One Year,No,Electronic check,64328
Two year,Yes,Unknown,64329
Two year,Yes,Mailed check,64330
Monthly,No,Electronic check,64331
Monthly,Yes,Electronic check,64332
Monthly,No,Electronic check,64333
Two year,Yes,Mailed check,64334
Monthly,Yes,Credit card (automatic),64335
Two year,Yes,Electronic check,64336
Monthly,No,Bank transfer (automatic),64337
Monthly,No,Electronic check,64338
Monthly,No,Mailed check,64339
One Year,No,Electronic check,64340
Monthly,Yes,Unknown,64341
One Year,No,Bank transfer (automatic),64342
Monthly,Yes,Credit card (automatic),64343
Monthly,Yes,Bank transfer (automatic),64344
Two year,Yes,Electronic check,64345
Monthly,Yes,Unknown,64346
One Year,No,Electronic check,64347
Two year,No,Bank transfer (automatic),64348
Two year,Yes,Electronic check,64349
One Year,Yes,Bank transfer (automatic),64350
Monthly,No,Electronic check,64351
One Year,No,Electronic check,64352
Monthly,Yes,Credit card (automatic),64353
Monthly,Yes,Mailed check,64354
Monthly,Yes,Mailed check,64355
Two year,Yes,Mailed check,64356
Two year,Yes,Electronic check,64357
Monthly,Yes,Credit card (automatic),64358
One Year,Yes,Electronic check,64359
Two year,Yes,Bank transfer (automatic),64360
Monthly,Yes,Mailed check,64361
Monthly,No,Bank transfer (automatic),64362
Monthly,Yes,Bank transfer (automatic),64363
Monthly,Yes,Electronic check,64364
One Year,Yes,Electronic check,64365
Monthly,Yes,Electronic check,64366
Monthly,No,Bank transfer (automatic),64367
One Year,Yes,Credit card (automatic),64368
Monthly,Yes,Bank transfer (automatic),64369
Monthly,No,Credit card (automatic),64370
Two year,No,Credit card (automatic),64371
One Year,Yes,Electronic check,64372
Monthly,Yes,Bank transfer (automatic),64373
Monthly,Yes,Unknown,64374
Monthly,No,Electronic check,64375
One Year,Yes,Electronic check,64376
Two year,No,Electronic check,64377
Monthly,Yes,Credit card (automatic),64378
Monthly,No,Mailed check,64379
Monthly,No,Bank transfer (automatic),64380
Monthly,Yes,Electronic check,64381
One Year,Yes,Electronic check,64382
Monthly,Yes,Bank transfer (automatic),64383
One Year,Yes,Electronic check,64384
Monthly,Yes,Credit card (automatic),64385
Two year,No,Mailed check,64386
Monthly,No,Electronic check,64387
Two year,Yes,Bank transfer (automatic),64388
Monthly,No,Mailed check,64389
Two year,Yes,Bank transfer (automatic),64390
Monthly,Yes,Bank transfer (automatic),64391
Monthly,Yes,Electronic check,64392
Monthly,Yes,Bank transfer (automatic),64393
Monthly,Yes,Electronic check,64394
Monthly,No,Bank transfer (automatic),64395
Two year,No,Credit card (automatic),64396
One Year,Yes,Electronic check,64397
Monthly,No,Bank transfer (automatic),64398
Monthly,Yes,Bank transfer (automatic),64399
Two year,Yes,Electronic check,64400
Monthly,No,Unknown,64401
Two year,No,Electronic check,64402
Monthly,Yes,Electronic check,64403
Two year,No,Electronic check,64404
Two year,No,Mailed check,64405
Monthly,Yes,Bank transfer (automatic),64406
Monthly,Yes,Electronic check,64407
Monthly,Yes,Electronic check,64408
One Year,No,Electronic check,64409
Two year,Yes,Electronic check,64410
Monthly,Yes,Credit card (automatic),64411
Monthly,No,Bank transfer (automatic),64412
One Year,No,Electronic check,64413
Monthly,No,Mailed check,64414
Monthly,Yes,Electronic check,64415
Monthly,Yes,Electronic check,64416
Monthly,Yes,Electronic check,64417
Monthly,Yes,Credit card (automatic),64418
Monthly,Yes,Electronic check,64419
Two year,Yes,Electronic check,64420
One Year,Yes,Mailed check,64421
Monthly,Yes,Mailed check,64422
Monthly,No,Unknown,64423
One Year,No,Mailed check,64424
Monthly,No,Electronic check,64425
One Year,Yes,Electronic check,64426
Monthly,No,Mailed check,64427
Monthly,No,Mailed check,64428
One Year,Yes,Bank transfer (automatic),64429
Monthly,Yes,Mailed check,64430
Monthly,No,Electronic check,64431
Monthly,Yes,Electronic check,64432
One Year,Yes,Bank transfer (automatic),64433
Two year,No,Mailed check,64434
Monthly,Yes,Mailed check,64435
Monthly,Yes,Electronic check,64436
Monthly,No,Electronic check,64437
One Year,Yes,Bank transfer (automatic),64438
Two year,Yes,Credit card (automatic),64439
One Year,Yes,Credit card (automatic),64440
Monthly,Yes,Electronic check,64441
Monthly,Yes,Electronic check,64442
Monthly,Yes,Electronic check,64443
One Year,Yes,Credit card (automatic),64444
Two year,Yes,Electronic check,64445
Two year,Yes,Electronic check,64446
Monthly,No,Credit card (automatic),64447
One Year,No,Credit card (automatic),64448
Monthly,Yes,Electronic check,64449
Two year,Yes,Bank transfer (automatic),64450
Monthly,Yes,Credit card (automatic),64451
Monthly,No,Bank transfer (automatic),64452
Monthly,No,Mailed check,64453
Monthly,No,Electronic check,64454
Monthly,Yes,Credit card (automatic),64455
Two year,Yes,Electronic check,64456
One Year,No,Electronic check,64457
Monthly,Yes,Electronic check,64458
Monthly,Yes,Electronic check,64459
Monthly,Yes,Electronic check,64460
Monthly,Yes,Bank transfer (automatic),64461
Monthly,Yes,Electronic check,64462
Monthly,Yes,Electronic check,64463
Monthly,Yes,Electronic check,64464
One Year,Yes,Unknown,64465
One Year,No,Credit card (automatic),64466
Monthly,Yes,Electronic check,64467
Monthly,Yes,Bank transfer (automatic),64468
Monthly,Yes,Electronic check,64469
One Year,No,Mailed check,64470
One Year,Yes,Credit card (automatic),64471
Two year,No,Bank transfer (automatic),64472
One Year,Yes,Mailed check,64473
One Year,Yes,Mailed check,64474
Monthly,No,Electronic check,64475
Monthly,Yes,Mailed check,64476
Monthly,No,Mailed check,64477
Monthly,Yes,Electronic check,64478
Two year,No,Electronic check,64479
Monthly,No,Unknown,64480
Two year,Yes,Credit card (automatic),64481
One Year,Yes,Bank transfer (automatic),64482
Monthly,No,Mailed check,64483
Monthly,Yes,Bank transfer (automatic),64484
Monthly,Yes,Mailed check,64485
Two year,Yes,Electronic check,64486
Monthly,No,Mailed check,64487
Monthly,No,Bank transfer (automatic),64488
Monthly,No,Mailed check,64489
Monthly,No,Electronic check,64490
Monthly,Yes,Bank transfer (automatic),64491
Monthly,No,Mailed check,64492
Two year,No,Mailed check,64493
Monthly,Yes,Electronic check,64494
One Year,Yes,Electronic check,64495
Monthly,Yes,Credit card (automatic),64496
One Year,Yes,Credit card (automatic),64497
Monthly,Yes,Electronic check,64498
Monthly,No,Bank transfer (automatic),64499
Two year,No,Mailed check,64500
Monthly,No,Bank transfer (automatic),64501
Two year,Yes,Mailed check,64502
One Year,Yes,Bank transfer (automatic),64503
Monthly,Yes,Credit card (automatic),64504
Monthly,No,Electronic check,64505
Monthly,Yes,Electronic check,64506
Two year,Yes,Mailed check,64507
Two year,Yes,Electronic check,64508
Monthly,Yes,Electronic check,64509
Monthly,Yes,Credit card (automatic),64510
Monthly,No,Electronic check,64511
One Year,Yes,Mailed check,64512
Two year,Yes,Electronic check,64513
Monthly,Yes,Mailed check,64514
Monthly,No,Mailed check,64515
One Year,Yes,Bank transfer (automatic),64516
Monthly,Yes,Mailed check,64517
Monthly,No,Electronic check,64518
Monthly,Yes,Electronic check,64519
Monthly,Yes,Unknown,64520
Monthly,Yes,Electronic check,64521
Monthly,Yes,Credit card (automatic),64522
Two year,Yes,Mailed check,64523
Two year,Yes,Bank transfer (automatic),64524
Two year,Yes,Electronic check,64525
One Year,No,Bank transfer (automatic),64526
Monthly,No,Electronic check,64527
One Year,No,Bank transfer (automatic),64528
Two year,Yes,Credit card (automatic),64529
Monthly,Yes,Bank transfer (automatic),64530
One Year,No,Electronic check,64531
Monthly,Yes,Mailed check,64532
Monthly,No,Electronic check,64533
Monthly,Yes,Electronic check,64534
Two year,No,Mailed check,64535
One Year,Yes,Unknown,64536
One Year,Yes,Bank transfer (automatic),64537
Monthly,Yes,Credit card (automatic),64538
Monthly,Yes,Credit card (automatic),64539
Two year,Yes,Electronic check,64540
Monthly,Yes,Electronic check,64541
Monthly,No,Mailed check,64542
Monthly,No,Unknown,64543
Monthly,Yes,Unknown,64544
Monthly,Yes,Bank transfer (automatic),64545
One Year,No,Bank transfer (automatic),64546
Monthly,Yes,Electronic check,64547
Monthly,No,Electronic check,64548
Monthly,Yes,Credit card (automatic),64549
Monthly,Yes,Electronic check,64550
One Year,Yes,Electronic check,64551
Monthly,No,Mailed check,64552
Monthly,Yes,Electronic check,64553
Monthly,Yes,Credit card (automatic),64554
One Year,No,Mailed check,64555
Two year,Yes,Mailed check,64556
Monthly,Yes,Electronic check,64557
Monthly,Yes,Electronic check,64558
Two year,Yes,Electronic check,64559
Two year,Yes,Credit card (automatic),64560
Monthly,No,Mailed check,64561
One Year,No,Bank transfer (automatic),64562
Monthly,Yes,Electronic check,64563
Monthly,Yes,Electronic check,64564
Two year,Yes,Bank transfer (automatic),64565
One Year,Yes,Mailed check,64566
Two year,Yes,Credit card (automatic),64567
One Year,Yes,Electronic check,64568
Monthly,No,Electronic check,64569
Two year,No,Bank transfer (automatic),64570
Monthly,Yes,Mailed check,64571
Monthly,Yes,Electronic check,64572
Monthly,No,Unknown,64573
